,policy,A.1 Total Costs,A.2 Total Costs,A.3 Total Costs,A.4 Total Costs,A.5 Total Costs,RfR Total Costs,Expected Evacuation Costs,,,,,,,,,,,,,,,,,,,,,
4092,1221,1805447329,53358573.6,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4093,1221,106293784.9,80332670.07,136214112.8,16925244.49,169455317.7,0,0,,,,,,,,,,,,,,,,,,,,,
4094,1221,106293784.9,88841504.45,136214112.8,25294317.79,143623391.3,0,0,,,,,,,,,,,,,,,,,,,,,
4095,1221,106293784.9,57076701.86,136214112.8,16925244.49,130318753.3,0,0,,,,,,,,,,,,,,,,,,,,,
4096,1221,106293784.9,53358573.6,136214112.8,17166678.3,202876047.9,0,0,,,,,,,,,,,,,,,,,,,,,
4097,1221,106293784.9,77308178.64,136214112.8,16925244.49,733477944.3,0,0,,,,,,,,,,,,,,,,,,,,,
4098,1221,106293784.9,77521045.08,136214112.8,16925244.49,77368224.41,0,0,,,,,,,,,,,,,,,,,,,,,
4099,1221,106293784.9,53358573.6,136214112.8,16925244.49,144475727.4,0,0,,,,,,,,,,,,,,,,,,,,,
4100,1221,106293784.9,53358573.6,136214112.8,16925244.49,404761017.9,0,0,,,,,,,,,,,,,,,,,,,,,
4101,1221,106293784.9,86827298.79,136214112.8,16925244.49,76915114.06,0,0,,,,,,,,,,,,,,,,,,,,,
4102,1221,106293784.9,240919091.8,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4103,1221,106293784.9,53358573.6,136214112.8,16925244.49,137922366.3,0,0,,,,,,,,,,,,,,,,,,,,,
4104,1221,174811102.6,547253834.7,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4105,1221,106293784.9,81884942.31,136214112.8,97207856.56,157328638,0,0,,,,,,,,,,,,,,,,,,,,,
4106,1221,106293784.9,53358573.6,136214112.8,21076956.83,295479886,0,0,,,,,,,,,,,,,,,,,,,,,
4107,1221,106293784.9,53358573.6,136214112.8,16925244.49,129240204,0,0,,,,,,,,,,,,,,,,,,,,,
4108,1221,106293784.9,88576670.57,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4109,1221,106293784.9,81995156.04,136214112.8,16925244.49,120405319.8,0,0,,,,,,,,,,,,,,,,,,,,,
4110,1221,218354518.7,53358573.6,136214112.8,16925244.49,736238427.1,0,0,,,,,,,,,,,,,,,,,,,,,
4111,1221,106293784.9,56450093.35,136214112.8,16925244.49,123425288.3,0,0,,,,,,,,,,,,,,,,,,,,,
4112,1221,106293784.9,53358573.6,136214112.8,16925244.49,167969468.7,0,0,,,,,,,,,,,,,,,,,,,,,
4113,1221,106293784.9,53358573.6,136214112.8,20197974.56,448130490,0,0,,,,,,,,,,,,,,,,,,,,,
4114,1221,106293784.9,53358573.6,136214112.8,17378217.18,215667920.7,0,0,,,,,,,,,,,,,,,,,,,,,
4115,1221,106293784.9,53358573.6,136214112.8,16925244.49,133087541.1,0,0,,,,,,,,,,,,,,,,,,,,,
4116,1221,114249351.1,53358573.6,136214112.8,16925244.49,186629633.4,0,0,,,,,,,,,,,,,,,,,,,,,
4117,1221,106293784.9,53358573.6,136214112.8,16925244.49,189535421.8,0,0,,,,,,,,,,,,,,,,,,,,,
4118,1221,106293784.9,453673580.8,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4119,1221,106293784.9,53358573.6,136214112.8,21690295.84,319520131.7,0,0,,,,,,,,,,,,,,,,,,,,,
4120,1221,106293784.9,53358573.6,136214112.8,16925244.49,547793230.8,0,0,,,,,,,,,,,,,,,,,,,,,
4121,1221,106293784.9,56600051.45,136214112.8,16925244.49,101516222.5,0,0,,,,,,,,,,,,,,,,,,,,,
4122,1221,106293784.9,53358573.6,136214112.8,16925244.49,137106090.3,0,0,,,,,,,,,,,,,,,,,,,,,
4123,1221,106293784.9,76874507.3,136214112.8,16925244.49,111669447.6,0,0,,,,,,,,,,,,,,,,,,,,,
4124,1221,106293784.9,53358573.6,136214112.8,16925244.49,146931535,0,0,,,,,,,,,,,,,,,,,,,,,
4125,1221,106293784.9,81731043.73,136214112.8,16925244.49,187426830.9,0,0,,,,,,,,,,,,,,,,,,,,,
4126,1221,106293784.9,53358573.6,136214112.8,16925244.49,164209708.7,0,0,,,,,,,,,,,,,,,,,,,,,
4127,1221,106293784.9,56392036.96,136214112.8,16925244.49,129012616.3,0,0,,,,,,,,,,,,,,,,,,,,,
4128,1221,106293784.9,54119949.41,136214112.8,16925244.49,612262890.8,0,0,,,,,,,,,,,,,,,,,,,,,
4129,1221,106293784.9,53358573.6,136214112.8,16925244.49,140449650.3,0,0,,,,,,,,,,,,,,,,,,,,,
4130,1221,106293784.9,602440107.1,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4131,1221,106293784.9,53358573.6,136214112.8,16925244.49,281609252.7,0,0,,,,,,,,,,,,,,,,,,,,,
4132,1221,106293784.9,53358573.6,136214112.8,16985102.81,121211235.4,0,0,,,,,,,,,,,,,,,,,,,,,
4133,1221,106293784.9,56235238.96,136214112.8,16925244.49,128503063.5,0,0,,,,,,,,,,,,,,,,,,,,,
4134,1221,106293784.9,53358573.6,136214112.8,17220774.58,218194262.3,0,0,,,,,,,,,,,,,,,,,,,,,
4135,1221,106293784.9,53358573.6,136214112.8,16925244.49,128158869.3,0,0,,,,,,,,,,,,,,,,,,,,,
4136,1221,106293784.9,53358573.6,136214112.8,19700870.16,79251094.52,0,0,,,,,,,,,,,,,,,,,,,,,
4137,1221,106293784.9,53358573.6,136214112.8,98380836.21,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4138,1221,106293784.9,53358573.6,136214112.8,16982959.98,127067773,0,0,,,,,,,,,,,,,,,,,,,,,
4139,1221,106293784.9,53358573.6,136214112.8,16925244.49,228791401.4,0,0,,,,,,,,,,,,,,,,,,,,,
4140,1221,106293784.9,53358573.6,136214112.8,16925244.49,123036054.2,0,0,,,,,,,,,,,,,,,,,,,,,
4141,1221,106293784.9,53358573.6,136214112.8,16925244.49,483508211.4,0,0,,,,,,,,,,,,,,,,,,,,,
4142,1221,106293784.9,53358573.6,136214112.8,16925244.49,151086296.4,0,0,,,,,,,,,,,,,,,,,,,,,
4143,1221,106293784.9,53358573.6,136214112.8,24774558.11,90284787.95,0,0,,,,,,,,,,,,,,,,,,,,,
4144,1221,106293784.9,53358573.6,136214112.8,16925244.49,217941996.4,0,0,,,,,,,,,,,,,,,,,,,,,
4145,1221,106293784.9,77610307.14,136214112.8,27023297.4,373311070.8,0,0,,,,,,,,,,,,,,,,,,,,,
4146,1221,106293784.9,78796980.24,136214112.8,16925244.49,215729205.3,0,0,,,,,,,,,,,,,,,,,,,,,
4147,1221,106293784.9,78794169.7,136214112.8,16925244.49,440049400.8,0,0,,,,,,,,,,,,,,,,,,,,,
4148,1221,106293784.9,53358573.6,136214112.8,16925244.49,240463185.2,0,0,,,,,,,,,,,,,,,,,,,,,
4149,1221,106293784.9,53358573.6,136214112.8,16925244.49,133977542.8,0,0,,,,,,,,,,,,,,,,,,,,,
4150,1221,106293784.9,53358573.6,136214112.8,16925244.49,447292785.8,0,0,,,,,,,,,,,,,,,,,,,,,
4151,1221,106293784.9,55874392.88,136214112.8,16925244.49,107230854.3,0,0,,,,,,,,,,,,,,,,,,,,,
4152,1221,106293784.9,83836136.48,136214112.8,16925244.49,657949083.3,0,0,,,,,,,,,,,,,,,,,,,,,
4153,1221,106293784.9,53358573.6,136214112.8,16925244.49,110004362.6,0,0,,,,,,,,,,,,,,,,,,,,,
4154,1221,106293784.9,53358573.6,136214112.8,17210554.96,131716814.4,0,0,,,,,,,,,,,,,,,,,,,,,
4155,1221,106293784.9,53358573.6,136214112.8,19159767.63,120060341.6,0,0,,,,,,,,,,,,,,,,,,,,,
4156,1221,106293784.9,79021199.43,136214112.8,16925244.49,793125708.4,0,0,,,,,,,,,,,,,,,,,,,,,
4157,1221,106293784.9,55807902.79,136214112.8,16925244.49,287131932,0,0,,,,,,,,,,,,,,,,,,,,,
4158,1221,106293784.9,88780264.54,157561067.6,16925244.49,532204270,0,0,,,,,,,,,,,,,,,,,,,,,
4159,1221,106293784.9,53358573.6,136214112.8,16925244.49,149975074,0,0,,,,,,,,,,,,,,,,,,,,,
4160,1221,106293784.9,56976543.6,136214112.8,16925244.49,109488909.6,0,0,,,,,,,,,,,,,,,,,,,,,
4161,1221,106293784.9,488540962.2,136214112.8,16925244.49,90393733.29,0,0,,,,,,,,,,,,,,,,,,,,,
4162,1221,106293784.9,80263295.68,136214112.8,19261411.33,93278872.17,0,0,,,,,,,,,,,,,,,,,,,,,
4163,1221,106293784.9,92308178.06,136214112.8,16925244.49,167429708.8,0,0,,,,,,,,,,,,,,,,,,,,,
4164,1221,106293784.9,53358573.6,136214112.8,16925244.49,128243162.9,0,0,,,,,,,,,,,,,,,,,,,,,
4165,1221,106293784.9,53358573.6,136214112.8,16925244.49,114533764.1,0,0,,,,,,,,,,,,,,,,,,,,,
4166,1221,2416854308,53358573.6,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4167,1221,106293784.9,174232937.6,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4168,1221,106293784.9,83530172.59,136214112.8,16925244.49,103873758.3,0,0,,,,,,,,,,,,,,,,,,,,,
4169,1221,106293784.9,53358573.6,136214112.8,16925244.49,168646199.2,0,0,,,,,,,,,,,,,,,,,,,,,
4170,1221,106293784.9,53358573.6,136214112.8,16925244.49,125554725.6,0,0,,,,,,,,,,,,,,,,,,,,,
4171,1221,106293784.9,53358573.6,136214112.8,16925244.49,131866401,0,0,,,,,,,,,,,,,,,,,,,,,
4172,1221,106293784.9,53358573.6,136214112.8,16925244.49,128533277.6,0,0,,,,,,,,,,,,,,,,,,,,,
4173,1221,106293784.9,53358573.6,136214112.8,25405027.64,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4174,1221,106293784.9,88707651.02,136214112.8,27797332.42,109523289.3,0,0,,,,,,,,,,,,,,,,,,,,,
4175,1221,106293784.9,53358573.6,136214112.8,16925244.49,128483460.9,0,0,,,,,,,,,,,,,,,,,,,,,
4176,1221,106293784.9,53358573.6,136214112.8,16925244.49,212763755.9,0,0,,,,,,,,,,,,,,,,,,,,,
4177,1221,106293784.9,82506261.08,136214112.8,16925244.49,1130591028,0,0,,,,,,,,,,,,,,,,,,,,,
4178,1221,106293784.9,53358573.6,136214112.8,20834640.34,214080145.8,0,0,,,,,,,,,,,,,,,,,,,,,
4179,1221,106293784.9,53358573.6,136214112.8,16925244.49,127438205.1,0,0,,,,,,,,,,,,,,,,,,,,,
4180,1221,106293784.9,132594865.3,136214112.8,16925244.49,255340606.5,0,0,,,,,,,,,,,,,,,,,,,,,
4181,1221,106293784.9,88699534.08,136214112.8,16925244.49,292437970.1,0,0,,,,,,,,,,,,,,,,,,,,,
4182,1221,106293784.9,55506660.24,136214112.8,24393042.94,145268136,0,0,,,,,,,,,,,,,,,,,,,,,
4183,1221,289156597.7,53358573.6,136214112.8,16925244.49,300062734.4,0,0,,,,,,,,,,,,,,,,,,,,,
4184,1221,106293784.9,82271153.12,136214112.8,19605535.95,158021805,0,0,,,,,,,,,,,,,,,,,,,,,
4185,1221,106293784.9,79022232.48,136214112.8,20391604.97,190612998.2,0,0,,,,,,,,,,,,,,,,,,,,,
4186,1221,106293784.9,53358573.6,136214112.8,16925244.49,127282921.3,0,0,,,,,,,,,,,,,,,,,,,,,
4187,1221,106293784.9,53358573.6,136214112.8,16925244.49,117617328.1,0,0,,,,,,,,,,,,,,,,,,,,,
4188,1221,106293784.9,80263295.68,136214112.8,20728609.54,78598178.21,0,0,,,,,,,,,,,,,,,,,,,,,
4189,1221,106293784.9,82539408.31,136214112.8,16925244.49,323055651.8,0,0,,,,,,,,,,,,,,,,,,,,,
4190,1221,106293784.9,91486977.12,136214112.8,16925244.49,192415722.3,0,0,,,,,,,,,,,,,,,,,,,,,
4191,1221,106293784.9,53358573.6,136214112.8,16925244.49,163286522.4,0,0,,,,,,,,,,,,,,,,,,,,,
4192,1221,106293784.9,82865390.34,136214112.8,19975486.74,383321446.5,0,0,,,,,,,,,,,,,,,,,,,,,
4193,1221,106293784.9,53358573.6,136214112.8,16925244.49,775660292.4,0,0,,,,,,,,,,,,,,,,,,,,,
4194,1221,106293784.9,53358573.6,136214112.8,34135551.26,359789449,0,0,,,,,,,,,,,,,,,,,,,,,
4195,1221,106293784.9,75450615.53,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4196,1221,106293784.9,75970549.03,136214112.8,16925244.49,287637438.3,0,0,,,,,,,,,,,,,,,,,,,,,
4197,1221,106293784.9,53358573.6,137868412.7,16925244.49,133698457.3,0,0,,,,,,,,,,,,,,,,,,,,,
4198,1221,106293784.9,77339119.33,136214112.8,16925244.49,289365486.2,0,0,,,,,,,,,,,,,,,,,,,,,
4199,1221,106293784.9,53358573.6,136214112.8,16975196.17,132273830.4,0,0,,,,,,,,,,,,,,,,,,,,,
4200,1221,106293784.9,956713411.9,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4201,1221,106293784.9,188988903.4,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4202,1221,106293784.9,53358573.6,136214112.8,16925244.49,315744190,0,0,,,,,,,,,,,,,,,,,,,,,
4203,1221,106293784.9,274956663.8,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4204,1221,106293784.9,82345675.39,136214112.8,16925244.49,128865341.3,0,0,,,,,,,,,,,,,,,,,,,,,
4205,1221,106293784.9,53358573.6,136214112.8,16925244.49,135526821.3,0,0,,,,,,,,,,,,,,,,,,,,,
4206,1221,106293784.9,82383574.67,136214112.8,22719272.88,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4207,1221,106293784.9,53358573.6,136214112.8,16925244.49,248446389.5,0,0,,,,,,,,,,,,,,,,,,,,,
4208,1221,106293784.9,80171180.52,136214112.8,16925244.49,141635513.7,0,0,,,,,,,,,,,,,,,,,,,,,
4209,1221,186368876.5,61185354,136214112.8,16925244.49,234761112.5,0,0,,,,,,,,,,,,,,,,,,,,,
4210,1221,106293784.9,53358573.6,136214112.8,16925244.49,157464584.6,0,0,,,,,,,,,,,,,,,,,,,,,
4211,1221,244865501.4,53358573.6,136214112.8,17145312.63,143112739.9,0,0,,,,,,,,,,,,,,,,,,,,,
4212,1221,106293784.9,53358573.6,136214112.8,21999964.69,143437176.1,0,0,,,,,,,,,,,,,,,,,,,,,
4213,1221,106293784.9,80084584.97,136214112.8,16925244.49,242838133.7,0,0,,,,,,,,,,,,,,,,,,,,,
4214,1221,250892281,54793019.23,136214112.8,104725089.5,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4215,1221,106293784.9,53358573.6,136214112.8,16925244.49,177900546.3,0,0,,,,,,,,,,,,,,,,,,,,,
4216,1221,106293784.9,78963946.45,136214112.8,16925244.49,126288285.9,0,0,,,,,,,,,,,,,,,,,,,,,
4217,1221,106293784.9,54078140.89,136214112.8,16925244.49,159477966.2,0,0,,,,,,,,,,,,,,,,,,,,,
4218,1221,106293784.9,53358573.6,136214112.8,16925244.49,143761226.1,0,0,,,,,,,,,,,,,,,,,,,,,
4219,1221,106293784.9,79360482.85,136214112.8,16925244.49,77586999.08,0,0,,,,,,,,,,,,,,,,,,,,,
4220,1221,106293784.9,75776080.59,136214112.8,16925244.49,99645710.65,0,0,,,,,,,,,,,,,,,,,,,,,
4221,1221,106293784.9,85291253.47,136214112.8,17286093.59,852973150.4,0,0,,,,,,,,,,,,,,,,,,,,,
4222,1221,106293784.9,82345675.39,136214112.8,16925244.49,164932253.7,0,0,,,,,,,,,,,,,,,,,,,,,
4223,1221,106293784.9,53358573.6,136214112.8,16925244.49,147311333,0,0,,,,,,,,,,,,,,,,,,,,,
4224,1221,106293784.9,75871238.19,136214112.8,16925244.49,364459621.6,0,0,,,,,,,,,,,,,,,,,,,,,
4225,1221,106293784.9,53358573.6,136214112.8,16925244.49,532792054,0,0,,,,,,,,,,,,,,,,,,,,,
4226,1221,106293784.9,53358573.6,136214112.8,27968648.59,127791568.9,0,0,,,,,,,,,,,,,,,,,,,,,
4227,1221,106293784.9,53358573.6,136214112.8,16925244.49,164977427.3,0,0,,,,,,,,,,,,,,,,,,,,,
4228,1221,106293784.9,75536241.07,136214112.8,19119024.98,197784083.7,0,0,,,,,,,,,,,,,,,,,,,,,
4229,1221,106293784.9,53358573.6,136214112.8,16976230.93,241625608.4,0,0,,,,,,,,,,,,,,,,,,,,,
4230,1221,106293784.9,53358573.6,136214112.8,24967288.65,191576964,0,0,,,,,,,,,,,,,,,,,,,,,
4231,1221,106293784.9,53358573.6,136214112.8,16925244.49,112879229.6,0,0,,,,,,,,,,,,,,,,,,,,,
4232,1221,106293784.9,53358573.6,136214112.8,16925244.49,127244067.1,0,0,,,,,,,,,,,,,,,,,,,,,
4233,1221,106293784.9,230501075.8,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4234,1221,106293784.9,53358573.6,136214112.8,17022550.55,129042189.6,0,0,,,,,,,,,,,,,,,,,,,,,
4235,1221,106293784.9,53358573.6,136214112.8,17286468.5,1111629370,0,0,,,,,,,,,,,,,,,,,,,,,
4236,1221,106293784.9,53358573.6,136214112.8,16925244.49,113281840.5,0,0,,,,,,,,,,,,,,,,,,,,,
4237,1221,106293784.9,53932481.71,136214112.8,16925244.49,125256055.6,0,0,,,,,,,,,,,,,,,,,,,,,
4238,1221,106293784.9,53358573.6,136214112.8,17261465.13,101926569.7,0,0,,,,,,,,,,,,,,,,,,,,,
4239,1221,441097634.9,80830673.46,136214112.8,63549381.95,335210379.5,0,0,,,,,,,,,,,,,,,,,,,,,
4240,1221,106293784.9,53358573.6,136214112.8,16925244.49,123160510.3,0,0,,,,,,,,,,,,,,,,,,,,,
4241,1221,106293784.9,154192636.3,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4242,1221,106293784.9,53358573.6,136214112.8,33570641.76,104258687.4,0,0,,,,,,,,,,,,,,,,,,,,,
4243,1221,106293784.9,53358573.6,136214112.8,16925244.49,126798116,0,0,,,,,,,,,,,,,,,,,,,,,
4244,1221,106293784.9,80481105.08,136214112.8,16925244.49,257643183.4,0,0,,,,,,,,,,,,,,,,,,,,,
4245,1221,106293784.9,56226728.05,136214112.8,27555295.22,98618582.29,0,0,,,,,,,,,,,,,,,,,,,,,
4246,1221,106293784.9,82326546.45,136214112.8,16925244.49,456736279,0,0,,,,,,,,,,,,,,,,,,,,,
4247,1221,106293784.9,53358573.6,136214112.8,16925244.49,126967471.9,0,0,,,,,,,,,,,,,,,,,,,,,
4248,1221,106293784.9,53358573.6,136214112.8,16925244.49,247554160.4,0,0,,,,,,,,,,,,,,,,,,,,,
4249,1221,106293784.9,225996292.7,136214112.8,16925244.49,106541221.9,0,0,,,,,,,,,,,,,,,,,,,,,
4250,1221,106293784.9,53358573.6,136214112.8,17392545.05,404450693.4,0,0,,,,,,,,,,,,,,,,,,,,,
4251,1221,106293784.9,53358573.6,136214112.8,16925244.49,329413804.1,0,0,,,,,,,,,,,,,,,,,,,,,
4252,1221,106293784.9,917690064.5,136214112.8,16925244.49,76337123.12,0,0,,,,,,,,,,,,,,,,,,,,,
4253,1221,106293784.9,53358573.6,136214112.8,16925244.49,132020277.4,0,0,,,,,,,,,,,,,,,,,,,,,
4254,1221,106293784.9,53358573.6,136214112.8,16925244.49,142265079,0,0,,,,,,,,,,,,,,,,,,,,,
4255,1221,106293784.9,56603486.57,136214112.8,16925244.49,136268318.4,0,0,,,,,,,,,,,,,,,,,,,,,
4256,1221,106293784.9,53358573.6,136214112.8,16925244.49,162282396.8,0,0,,,,,,,,,,,,,,,,,,,,,
4257,1221,106293784.9,53358573.6,136214112.8,16925244.49,128177934.4,0,0,,,,,,,,,,,,,,,,,,,,,
4258,1221,106293784.9,53358573.6,136214112.8,26212482.19,79902176.81,0,0,,,,,,,,,,,,,,,,,,,,,
4259,1221,106293784.9,53358573.6,136214112.8,19838576.74,397525425.1,0,0,,,,,,,,,,,,,,,,,,,,,
4260,1221,106293784.9,79537570.52,136214112.8,16925244.49,210315305.9,0,0,,,,,,,,,,,,,,,,,,,,,
4261,1221,106293784.9,53358573.6,136214112.8,16925244.49,125866528.6,0,0,,,,,,,,,,,,,,,,,,,,,
4262,1221,106293784.9,53358573.6,136214112.8,16925244.49,103038573.9,0,0,,,,,,,,,,,,,,,,,,,,,
4263,1221,106293784.9,57081723.09,136214112.8,30390196.17,106581620.3,0,0,,,,,,,,,,,,,,,,,,,,,
4264,1221,106293784.9,78951318.8,136214112.8,17103998.06,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4265,1221,106293784.9,53358573.6,136214112.8,16925244.49,447195365.9,0,0,,,,,,,,,,,,,,,,,,,,,
4266,1221,106293784.9,53358573.6,136214112.8,16925244.49,123245677.2,0,0,,,,,,,,,,,,,,,,,,,,,
4267,1221,106293784.9,53358573.6,136214112.8,27769660.48,180660766.8,0,0,,,,,,,,,,,,,,,,,,,,,
4268,1221,106293784.9,82199480.85,136214112.8,16925244.49,191042110.2,0,0,,,,,,,,,,,,,,,,,,,,,
4269,1221,106293784.9,858690037.3,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4270,1221,106293784.9,75417338.46,136214112.8,16925244.49,86410031.56,0,0,,,,,,,,,,,,,,,,,,,,,
4271,1221,106293784.9,53358573.6,136214112.8,17281738.65,104331385.9,0,0,,,,,,,,,,,,,,,,,,,,,
4272,1221,106293784.9,56600051.45,136214112.8,48919244.69,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4273,1221,180440671.9,53358573.6,136214112.8,16925244.49,320666531.5,0,0,,,,,,,,,,,,,,,,,,,,,
4274,1221,106293784.9,80329941.23,136214112.8,16925244.49,76541166.48,0,0,,,,,,,,,,,,,,,,,,,,,
4275,1221,254433947,53358573.6,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4276,1221,106293784.9,53358573.6,136214112.8,17003337.07,338523986.7,0,0,,,,,,,,,,,,,,,,,,,,,
4277,1221,106293784.9,53358573.6,136214112.8,20106027.65,244008844.6,0,0,,,,,,,,,,,,,,,,,,,,,
4278,1221,106293784.9,53358573.6,136214112.8,16925244.49,407913830.9,0,0,,,,,,,,,,,,,,,,,,,,,
4279,1221,106293784.9,53358573.6,136214112.8,16925244.49,110890064.6,0,0,,,,,,,,,,,,,,,,,,,,,
4280,1221,106293784.9,611072573.4,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4281,1221,106293784.9,53358573.6,136214112.8,16925244.49,114133965.9,0,0,,,,,,,,,,,,,,,,,,,,,
4282,1221,106293784.9,53358573.6,136214112.8,17167537.77,157843120.1,0,0,,,,,,,,,,,,,,,,,,,,,
4283,1221,172433033,53358573.6,136214112.8,24375457.65,102695658.4,0,0,,,,,,,,,,,,,,,,,,,,,
4284,1221,106293784.9,53358573.6,136214112.8,16925244.49,205938864.5,0,0,,,,,,,,,,,,,,,,,,,,,
4285,1221,106293784.9,56598471.01,136214112.8,16925244.49,162550690.3,0,0,,,,,,,,,,,,,,,,,,,,,
4286,1221,106293784.9,56540758.37,136214112.8,19444771.45,116264257.3,0,0,,,,,,,,,,,,,,,,,,,,,
4287,1221,2493783004,60863863.13,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4288,1221,106293784.9,53358573.6,148391698,19400741.24,108124838.4,0,0,,,,,,,,,,,,,,,,,,,,,
4289,1221,106293784.9,227470293.5,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4290,1221,2147874360,53358573.6,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4291,1221,106293784.9,83706216.46,136214112.8,30233377.03,240890888.6,0,0,,,,,,,,,,,,,,,,,,,,,
4292,1221,106293784.9,53358573.6,136214112.8,19074233.62,271569594.8,0,0,,,,,,,,,,,,,,,,,,,,,
4293,1221,106293784.9,53358573.6,136214112.8,19571352.9,312271339.1,0,0,,,,,,,,,,,,,,,,,,,,,
4294,1221,106293784.9,53358573.6,136214112.8,18986575.71,423203669.7,0,0,,,,,,,,,,,,,,,,,,,,,
4295,1221,106293784.9,53358573.6,136214112.8,16925244.49,199292601.5,0,0,,,,,,,,,,,,,,,,,,,,,
4296,1221,106293784.9,53358573.6,136214112.8,20888805.32,134724906.8,0,0,,,,,,,,,,,,,,,,,,,,,
4297,1221,106293784.9,53358573.6,136214112.8,27953502.36,208530930,0,0,,,,,,,,,,,,,,,,,,,,,
4298,1221,106293784.9,76105600.43,136214112.8,16925244.49,147398128.6,0,0,,,,,,,,,,,,,,,,,,,,,
4299,1221,106293784.9,53358573.6,136214112.8,25715622.72,354442753.2,0,0,,,,,,,,,,,,,,,,,,,,,
4300,1221,106293784.9,53358573.6,136214112.8,29296715.84,380672626,0,0,,,,,,,,,,,,,,,,,,,,,
4301,1221,106293784.9,113275389.9,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4302,1221,106293784.9,57051315.12,136214112.8,63876172.87,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4303,1221,106293784.9,53358573.6,136214112.8,16925244.49,729279895.3,0,0,,,,,,,,,,,,,,,,,,,,,
4304,1221,106293784.9,53358573.6,136214112.8,16925244.49,152815155.9,0,0,,,,,,,,,,,,,,,,,,,,,
4305,1221,106293784.9,80175242.69,136214112.8,35448579.57,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4306,1221,106293784.9,54036701.86,136214112.8,19509352.01,134472936.9,0,0,,,,,,,,,,,,,,,,,,,,,
4307,1221,178902815.8,80146696.47,136214112.8,17177562.66,209880871.1,0,0,,,,,,,,,,,,,,,,,,,,,
4308,1221,106293784.9,53358573.6,136214112.8,16925244.49,147490240,0,0,,,,,,,,,,,,,,,,,,,,,
4309,1221,106293784.9,53358573.6,137862908.1,19956781.58,265000064.6,0,0,,,,,,,,,,,,,,,,,,,,,
4310,1221,106293784.9,53358573.6,136214112.8,21819021.25,577828670,0,0,,,,,,,,,,,,,,,,,,,,,
4311,1221,106293784.9,53358573.6,136214112.8,19962931.24,75631903.25,0,0,,,,,,,,,,,,,,,,,,,,,
4312,1221,106293784.9,77339119.33,136214112.8,16925244.49,151572600.5,0,0,,,,,,,,,,,,,,,,,,,,,
4313,1221,106293784.9,53358573.6,136214112.8,16925244.49,237241160.7,0,0,,,,,,,,,,,,,,,,,,,,,
4314,1221,106293784.9,88568126.76,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4315,1221,106293784.9,53358573.6,136214112.8,16925244.49,207064867.3,0,0,,,,,,,,,,,,,,,,,,,,,
4316,1221,106293784.9,53358573.6,136214112.8,17221004.07,115968525.5,0,0,,,,,,,,,,,,,,,,,,,,,
4317,1221,106293784.9,53358573.6,138305618,17004186.37,139160384,0,0,,,,,,,,,,,,,,,,,,,,,
4318,1221,106293784.9,86813353.28,136214112.8,16925244.49,191630697.5,0,0,,,,,,,,,,,,,,,,,,,,,
4319,1221,106293784.9,53882644.07,136214112.8,23871573,164683055.1,0,0,,,,,,,,,,,,,,,,,,,,,
4320,1221,106293784.9,80305803.12,136214112.8,16925244.49,104877023.5,0,0,,,,,,,,,,,,,,,,,,,,,
