,policy,A.1 Total Costs,A.2 Total Costs,A.3 Total Costs,A.4 Total Costs,A.5 Total Costs,RfR Total Costs,Expected Evacuation Costs,,,,,,,,,,,,,,,,,,,,,
4321,1221,106293784.9,107288052.4,136214112.8,16925244.49,204468572.7,0,0,,,,,,,,,,,,,,,,,,,,,
4322,1221,106293784.9,53358573.6,136214112.8,16925244.49,138574988,0,0,,,,,,,,,,,,,,,,,,,,,
4323,1221,106293784.9,75771252.4,136214112.8,16925244.49,101690675.9,0,0,,,,,,,,,,,,,,,,,,,,,
4324,1221,106293784.9,53358573.6,136214112.8,16925244.49,128396344.5,0,0,,,,,,,,,,,,,,,,,,,,,
4325,1221,106293784.9,80299356.61,136214112.8,16925244.49,111526365.4,0,0,,,,,,,,,,,,,,,,,,,,,
4326,1221,106293784.9,53358573.6,136214112.8,26038764.1,214639809.2,0,0,,,,,,,,,,,,,,,,,,,,,
4327,1221,106293784.9,73995001.55,136214112.8,16925244.49,108122298.9,0,0,,,,,,,,,,,,,,,,,,,,,
4328,1221,113484080.9,83600925.57,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4329,1221,106293784.9,85185920.97,136214112.8,21177660.55,306598505.9,0,0,,,,,,,,,,,,,,,,,,,,,
4330,1221,106293784.9,53358573.6,136214112.8,16925244.49,104432670.5,0,0,,,,,,,,,,,,,,,,,,,,,
4331,1221,106293784.9,53358573.6,136214112.8,16925244.49,226921875.2,0,0,,,,,,,,,,,,,,,,,,,,,
4332,1221,106293784.9,56611269.73,136214112.8,16925244.49,127456907.5,0,0,,,,,,,,,,,,,,,,,,,,,
4333,1221,106293784.9,133078356.7,136214112.8,16925244.49,221841877.1,0,0,,,,,,,,,,,,,,,,,,,,,
4334,1221,106293784.9,53358573.6,136214112.8,25921209.99,263594588,0,0,,,,,,,,,,,,,,,,,,,,,
4335,1221,106293784.9,53358573.6,136214112.8,17289124.95,179768623,0,0,,,,,,,,,,,,,,,,,,,,,
4336,1221,106293784.9,73990204.39,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4337,1221,106293784.9,80306784.58,136214112.8,19286362.1,411696306,0,0,,,,,,,,,,,,,,,,,,,,,
4338,1221,106293784.9,54051857.9,136214112.8,82144771.4,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4339,1221,106293784.9,77191946.71,136214112.8,19637279.55,225042752.8,0,0,,,,,,,,,,,,,,,,,,,,,
4340,1221,106293784.9,53358573.6,136214112.8,23254070.16,252566299.9,0,0,,,,,,,,,,,,,,,,,,,,,
4341,1221,106293784.9,86878559.26,136214112.8,16983116.23,148826254.5,0,0,,,,,,,,,,,,,,,,,,,,,
4342,1221,106293784.9,53358573.6,136214112.8,20141923.63,265254013.7,0,0,,,,,,,,,,,,,,,,,,,,,
4343,1221,106293784.9,80952584.16,136214112.8,19749751.16,115515283.8,0,0,,,,,,,,,,,,,,,,,,,,,
4344,1221,106293784.9,53358573.6,136214112.8,17156789.7,748738252.8,0,0,,,,,,,,,,,,,,,,,,,,,
4345,1221,106293784.9,88868773.8,136214112.8,16925244.49,158659428.4,0,0,,,,,,,,,,,,,,,,,,,,,
4346,1221,106293784.9,55827450.51,136214112.8,23970453.16,195184235.3,0,0,,,,,,,,,,,,,,,,,,,,,
4347,1221,106293784.9,53358573.6,136214112.8,16925244.49,364270672.3,0,0,,,,,,,,,,,,,,,,,,,,,
4348,1221,106293784.9,53358573.6,136214112.8,27599222.1,124135710.5,0,0,,,,,,,,,,,,,,,,,,,,,
4349,1221,106293784.9,53358573.6,136214112.8,16925244.49,111207442.9,0,0,,,,,,,,,,,,,,,,,,,,,
4350,1221,106293784.9,77491344.85,136214112.8,16925244.49,125993219.1,0,0,,,,,,,,,,,,,,,,,,,,,
4351,1221,106293784.9,53358573.6,136214112.8,20188852.28,121295568.2,0,0,,,,,,,,,,,,,,,,,,,,,
4352,1221,106293784.9,53358573.6,136214112.8,16925244.49,482935628.4,0,0,,,,,,,,,,,,,,,,,,,,,
4353,1221,106293784.9,76913831.79,136214112.8,38999155.77,89832886.59,0,0,,,,,,,,,,,,,,,,,,,,,
4354,1221,106293784.9,53358573.6,136214112.8,16925244.49,126496310.5,0,0,,,,,,,,,,,,,,,,,,,,,
4355,1221,106293784.9,78662907.6,136214112.8,16925244.49,257866376.7,0,0,,,,,,,,,,,,,,,,,,,,,
4356,1221,170089814.2,53358573.6,136214112.8,19687322.11,502813884.7,0,0,,,,,,,,,,,,,,,,,,,,,
4357,1221,106293784.9,85234265.22,136214112.8,16925244.49,272785484.8,0,0,,,,,,,,,,,,,,,,,,,,,
4358,1221,106293784.9,53358573.6,136214112.8,16925244.49,318572577.6,0,0,,,,,,,,,,,,,,,,,,,,,
4359,1221,106293784.9,53358573.6,136214112.8,16925244.49,117819895.2,0,0,,,,,,,,,,,,,,,,,,,,,
4360,1221,106293784.9,53358573.6,136214112.8,16925244.49,150702918.5,0,0,,,,,,,,,,,,,,,,,,,,,
4361,1221,106293784.9,53358573.6,136214112.8,16925244.49,521595552.2,0,0,,,,,,,,,,,,,,,,,,,,,
4362,1221,106293784.9,53358573.6,136214112.8,16925244.49,166048054.3,0,0,,,,,,,,,,,,,,,,,,,,,
4363,1221,106293784.9,53358573.6,136214112.8,24515822.33,158622365.7,0,0,,,,,,,,,,,,,,,,,,,,,
4364,1221,106293784.9,56227035.45,136214112.8,20099616.8,234231912.4,0,0,,,,,,,,,,,,,,,,,,,,,
4365,1221,106293784.9,80505942.58,136214112.8,16925244.49,106410968.6,0,0,,,,,,,,,,,,,,,,,,,,,
4366,1221,1260707961,53358573.6,136214112.8,16925244.49,309259655.9,0,0,,,,,,,,,,,,,,,,,,,,,
4367,1221,160339434.2,53358573.6,136214112.8,16925244.49,403264580.1,0,0,,,,,,,,,,,,,,,,,,,,,
4368,1221,106293784.9,53358573.6,136214112.8,16925244.49,259085104.6,0,0,,,,,,,,,,,,,,,,,,,,,
4369,1221,181175793.3,60287499.87,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4370,1221,106293784.9,77454310.98,136214112.8,20109502.2,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4371,1221,106293784.9,53358573.6,136214112.8,16925244.49,140921413.9,0,0,,,,,,,,,,,,,,,,,,,,,
4372,1221,106293784.9,53358573.6,160516283.2,85283977.35,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4373,1221,106293784.9,53358573.6,136214112.8,16925244.49,122140673,0,0,,,,,,,,,,,,,,,,,,,,,
4374,1221,106293784.9,53358573.6,136214112.8,18850717.46,241990262.5,0,0,,,,,,,,,,,,,,,,,,,,,
4375,1221,106293784.9,53358573.6,148355865.4,16925244.49,141345773.9,0,0,,,,,,,,,,,,,,,,,,,,,
4376,1221,106293784.9,53358573.6,136214112.8,16925244.49,421232470.5,0,0,,,,,,,,,,,,,,,,,,,,,
4377,1221,106293784.9,53358573.6,136214112.8,16925244.49,160374741.2,0,0,,,,,,,,,,,,,,,,,,,,,
4378,1221,106293784.9,53358573.6,136214112.8,23688327.5,246904916.1,0,0,,,,,,,,,,,,,,,,,,,,,
4379,1221,106293784.9,53358573.6,136214112.8,176838100.8,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4380,1221,107876733,56445065.59,136214112.8,16925244.49,197965379.5,0,0,,,,,,,,,,,,,,,,,,,,,
4381,1221,106293784.9,53963153.12,136214112.8,16925244.49,222316208.6,0,0,,,,,,,,,,,,,,,,,,,,,
4382,1221,106293784.9,85723121.03,136214112.8,16925244.49,287677021.3,0,0,,,,,,,,,,,,,,,,,,,,,
4383,1221,106293784.9,53358573.6,136214112.8,28089509.88,462348854.9,0,0,,,,,,,,,,,,,,,,,,,,,
4384,1221,106293784.9,274179677.6,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4385,1221,106293784.9,82322551.16,136214112.8,18672605.35,484962200.9,0,0,,,,,,,,,,,,,,,,,,,,,
4386,1221,106293784.9,53358573.6,220619130.6,16925244.49,95860735.4,0,0,,,,,,,,,,,,,,,,,,,,,
4387,1221,1616528368,53588295.07,136214112.8,16925244.49,86302094.43,0,0,,,,,,,,,,,,,,,,,,,,,
4388,1221,106293784.9,53358573.6,136214112.8,17404078.73,147432156.6,0,0,,,,,,,,,,,,,,,,,,,,,
4389,1221,106293784.9,121468274.4,136214112.8,16925244.49,92719835.8,0,0,,,,,,,,,,,,,,,,,,,,,
4390,1221,106293784.9,53358573.6,136214112.8,16925244.49,116241481.4,0,0,,,,,,,,,,,,,,,,,,,,,
4391,1221,106293784.9,53358573.6,136214112.8,16925244.49,130598375.2,0,0,,,,,,,,,,,,,,,,,,,,,
4392,1221,106293784.9,107178120,136214112.8,16925244.49,158992835.3,0,0,,,,,,,,,,,,,,,,,,,,,
4393,1221,106293784.9,53358573.6,136214112.8,16925244.49,141979059.6,0,0,,,,,,,,,,,,,,,,,,,,,
4394,1221,106293784.9,53358573.6,136214112.8,16925244.49,129040715.6,0,0,,,,,,,,,,,,,,,,,,,,,
4395,1221,106293784.9,53358573.6,136214112.8,83359552.67,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4396,1221,106293784.9,75307828.31,137859594.3,16925244.49,94271334.42,0,0,,,,,,,,,,,,,,,,,,,,,
4397,1221,106293784.9,53358573.6,136214112.8,16925244.49,125330397.2,0,0,,,,,,,,,,,,,,,,,,,,,
4398,1221,106293784.9,53358573.6,136214112.8,42200389.88,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4399,1221,106293784.9,78947251.43,136214112.8,17180084.13,222783916.2,0,0,,,,,,,,,,,,,,,,,,,,,
4400,1221,106293784.9,53358573.6,136214112.8,16925244.49,143352323.3,0,0,,,,,,,,,,,,,,,,,,,,,
4401,1221,106293784.9,53358573.6,136214112.8,16925244.49,364353161.8,0,0,,,,,,,,,,,,,,,,,,,,,
4402,1221,106293784.9,53358573.6,136214112.8,16925244.49,140450785.1,0,0,,,,,,,,,,,,,,,,,,,,,
4403,1221,106293784.9,53358573.6,136214112.8,16925244.49,120685704.9,0,0,,,,,,,,,,,,,,,,,,,,,
4404,1221,106293784.9,53358573.6,136214112.8,17383335.66,134435595.1,0,0,,,,,,,,,,,,,,,,,,,,,
4405,1221,106293784.9,53358573.6,136214112.8,19431867.49,137444346.3,0,0,,,,,,,,,,,,,,,,,,,,,
4406,1221,106293784.9,82331199.08,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4407,1221,106293784.9,53358573.6,136214112.8,25429590.13,195551040.2,0,0,,,,,,,,,,,,,,,,,,,,,
4408,1221,106293784.9,53358573.6,136214112.8,17283376.72,123616571.1,0,0,,,,,,,,,,,,,,,,,,,,,
4409,1221,106293784.9,53358573.6,136214112.8,21637175.34,223459732.4,0,0,,,,,,,,,,,,,,,,,,,,,
4410,1221,106293784.9,53358573.6,136214112.8,24683467.42,77149088.11,0,0,,,,,,,,,,,,,,,,,,,,,
4411,1221,106293784.9,113138193,136214112.8,16925244.49,459605648.3,0,0,,,,,,,,,,,,,,,,,,,,,
4412,1221,106293784.9,53358573.6,136214112.8,16925244.49,721865180.8,0,0,,,,,,,,,,,,,,,,,,,,,
4413,1221,106293784.9,53358573.6,136214112.8,17301835.22,248196382.2,0,0,,,,,,,,,,,,,,,,,,,,,
4414,1221,106293784.9,83871266.31,136214112.8,29516180.54,394709117.2,0,0,,,,,,,,,,,,,,,,,,,,,
4415,1221,106293784.9,53358573.6,136214112.8,34670129.2,713951117,0,0,,,,,,,,,,,,,,,,,,,,,
4416,1221,106293784.9,53358573.6,136214112.8,19973793.65,102170470.6,0,0,,,,,,,,,,,,,,,,,,,,,
4417,1221,106293784.9,56000541.55,151147067.6,16925244.49,113252512.3,0,0,,,,,,,,,,,,,,,,,,,,,
4418,1221,106293784.9,53358573.6,136214112.8,20722714.29,133313306.9,0,0,,,,,,,,,,,,,,,,,,,,,
4419,1221,106293784.9,53358573.6,136214112.8,16925244.49,335891897.2,0,0,,,,,,,,,,,,,,,,,,,,,
4420,1221,106293784.9,53358573.6,136214112.8,16925244.49,378816338.2,0,0,,,,,,,,,,,,,,,,,,,,,
4421,1221,106293784.9,53358573.6,136214112.8,16977614.1,111888009.8,0,0,,,,,,,,,,,,,,,,,,,,,
4422,1221,106293784.9,53358573.6,136214112.8,16925244.49,123574770.5,0,0,,,,,,,,,,,,,,,,,,,,,
4423,1221,106293784.9,53358573.6,136214112.8,16925244.49,103679382.3,0,0,,,,,,,,,,,,,,,,,,,,,
4424,1221,106293784.9,53358573.6,136214112.8,16925244.49,165590588.4,0,0,,,,,,,,,,,,,,,,,,,,,
4425,1221,106293784.9,82523715.77,136214112.8,16925244.49,93514776.81,0,0,,,,,,,,,,,,,,,,,,,,,
4426,1221,106293784.9,53358573.6,136214112.8,27261817.8,669265113.8,0,0,,,,,,,,,,,,,,,,,,,,,
4427,1221,106293784.9,53358573.6,136214112.8,16925244.49,138323781.2,0,0,,,,,,,,,,,,,,,,,,,,,
4428,1221,106293784.9,53358573.6,136214112.8,16925244.49,159316241.5,0,0,,,,,,,,,,,,,,,,,,,,,
4429,1221,107718420.2,53358573.6,136214112.8,16925244.49,128965330.7,0,0,,,,,,,,,,,,,,,,,,,,,
4430,1221,106293784.9,77377590.04,136214112.8,17196131.14,256225174.1,0,0,,,,,,,,,,,,,,,,,,,,,
4431,1221,106293784.9,53358573.6,148446592.1,16925244.49,117290132.4,0,0,,,,,,,,,,,,,,,,,,,,,
4432,1221,106293784.9,56565065.4,136214112.8,16925244.49,346658817,0,0,,,,,,,,,,,,,,,,,,,,,
4433,1221,106293784.9,83683233.56,136214112.8,54384409.93,617826642,0,0,,,,,,,,,,,,,,,,,,,,,
4434,1221,106293784.9,110601955.5,136214112.8,16925244.49,619275280.3,0,0,,,,,,,,,,,,,,,,,,,,,
4435,1221,106293784.9,53358573.6,138907236.2,16925244.49,591719205.3,0,0,,,,,,,,,,,,,,,,,,,,,
4436,1221,106293784.9,54024224.53,136214112.8,16925244.49,212965992.3,0,0,,,,,,,,,,,,,,,,,,,,,
4437,1221,106293784.9,53358573.6,136214112.8,16925244.49,220519430.2,0,0,,,,,,,,,,,,,,,,,,,,,
4438,1221,106293784.9,85314943.16,136214112.8,16925244.49,99793417.76,0,0,,,,,,,,,,,,,,,,,,,,,
4439,1221,106293784.9,53358573.6,136214112.8,16925244.49,132483454,0,0,,,,,,,,,,,,,,,,,,,,,
4440,1221,106293784.9,53844047.91,136214112.8,16925244.49,126361145.8,0,0,,,,,,,,,,,,,,,,,,,,,
4441,1221,106293784.9,56918107.75,136214112.8,16925244.49,167075223.8,0,0,,,,,,,,,,,,,,,,,,,,,
4442,1221,106293784.9,53358573.6,136214112.8,142606733.2,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4443,1221,106293784.9,85388859.54,136214112.8,16925244.49,134160814.5,0,0,,,,,,,,,,,,,,,,,,,,,
4444,1221,106293784.9,80441604.85,136214112.8,16925244.49,223694852.7,0,0,,,,,,,,,,,,,,,,,,,,,
4445,1221,106293784.9,82563313.99,136214112.8,16925244.49,260922782.2,0,0,,,,,,,,,,,,,,,,,,,,,
4446,1221,106293784.9,88648953.26,136214112.8,16925244.49,295818812.5,0,0,,,,,,,,,,,,,,,,,,,,,
4447,1221,106293784.9,53358573.6,136214112.8,16925244.49,172413511.1,0,0,,,,,,,,,,,,,,,,,,,,,
4448,1221,106293784.9,53358573.6,136214112.8,16925244.49,782025093.4,0,0,,,,,,,,,,,,,,,,,,,,,
4449,1221,106293784.9,85934943.5,136214112.8,16925244.49,145181837.6,0,0,,,,,,,,,,,,,,,,,,,,,
4450,1221,106293784.9,53358573.6,136214112.8,17158089.21,118358619.6,0,0,,,,,,,,,,,,,,,,,,,,,
4451,1221,106293784.9,55657692.55,136214112.8,16925244.49,173677105.9,0,0,,,,,,,,,,,,,,,,,,,,,
4452,1221,173911988.1,53358573.6,136214112.8,17429188.27,120921616.9,0,0,,,,,,,,,,,,,,,,,,,,,
4453,1221,106293784.9,53358573.6,136214112.8,16925244.49,354603150.5,0,0,,,,,,,,,,,,,,,,,,,,,
4454,1221,106293784.9,76005764.62,136214112.8,19245946.72,76671349.43,0,0,,,,,,,,,,,,,,,,,,,,,
4455,1221,106293784.9,53358573.6,136214112.8,16925244.49,143032089.2,0,0,,,,,,,,,,,,,,,,,,,,,
4456,1221,106293784.9,82331199.08,136214112.8,16925244.49,262246580.5,0,0,,,,,,,,,,,,,,,,,,,,,
4457,1221,106293784.9,80313050.44,137568829.7,16925244.49,239826911.5,0,0,,,,,,,,,,,,,,,,,,,,,
4458,1221,106293784.9,393036883.5,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4459,1221,106293784.9,53358573.6,136214112.8,16925244.49,227938887.6,0,0,,,,,,,,,,,,,,,,,,,,,
4460,1221,106293784.9,77165892.08,136214112.8,16925244.49,154375834.6,0,0,,,,,,,,,,,,,,,,,,,,,
4461,1221,106293784.9,53358573.6,136214112.8,16925244.49,266902123.8,0,0,,,,,,,,,,,,,,,,,,,,,
4462,1221,106293784.9,53358573.6,136214112.8,27982356.32,165622671.3,0,0,,,,,,,,,,,,,,,,,,,,,
4463,1221,106293784.9,53358573.6,136214112.8,75726939.26,76373921.55,0,0,,,,,,,,,,,,,,,,,,,,,
4464,1221,106293784.9,53358573.6,136214112.8,16925244.49,513807330.2,0,0,,,,,,,,,,,,,,,,,,,,,
4465,1221,106293784.9,83420010.82,136214112.8,28192050.08,493863260.1,0,0,,,,,,,,,,,,,,,,,,,,,
4466,1221,106293784.9,88509683.61,136214112.8,27337201.77,168647314.4,0,0,,,,,,,,,,,,,,,,,,,,,
4467,1221,106293784.9,53358573.6,136214112.8,98321607.29,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4468,1221,106293784.9,195325832.9,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4469,1221,106293784.9,114016690.4,136214112.8,35479676.36,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4470,1221,106293784.9,74041525.15,136214112.8,16925244.49,299757992.5,0,0,,,,,,,,,,,,,,,,,,,,,
4471,1221,106293784.9,78899785.13,136214112.8,50953073.18,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4472,1221,106293784.9,83585237.57,136214112.8,16925244.49,281475451.2,0,0,,,,,,,,,,,,,,,,,,,,,
4473,1221,106293784.9,77507168.07,136214112.8,16925244.49,214807141.4,0,0,,,,,,,,,,,,,,,,,,,,,
4474,1221,106293784.9,76123810.17,136214112.8,17148991.11,125739461.5,0,0,,,,,,,,,,,,,,,,,,,,,
4475,1221,106293784.9,53358573.6,136214112.8,16925244.49,287086613.8,0,0,,,,,,,,,,,,,,,,,,,,,
4476,1221,106293784.9,53358573.6,136214112.8,25606362.75,77342706.35,0,0,,,,,,,,,,,,,,,,,,,,,
4477,1221,106293784.9,188647093.5,136214112.8,16925244.49,847871525.1,0,0,,,,,,,,,,,,,,,,,,,,,
4478,1221,106293784.9,78807371.08,136214112.8,16925244.49,133923365.2,0,0,,,,,,,,,,,,,,,,,,,,,
4479,1221,106293784.9,53358573.6,136214112.8,19392240.12,129327840.3,0,0,,,,,,,,,,,,,,,,,,,,,
4480,1221,106293784.9,53358573.6,136214112.8,26828114.39,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4481,1221,106293784.9,1124493187,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4482,1221,106293784.9,53358573.6,136214112.8,26540224.25,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4483,1221,106293784.9,53358573.6,136214112.8,16925244.49,114065064.9,0,0,,,,,,,,,,,,,,,,,,,,,
4484,1221,106293784.9,53358573.6,136214112.8,17022668.15,177184600.5,0,0,,,,,,,,,,,,,,,,,,,,,
4485,1221,113386118.6,53358573.6,136214112.8,24330899,184285738.3,0,0,,,,,,,,,,,,,,,,,,,,,
4486,1221,106293784.9,53358573.6,136214112.8,16925244.49,209791989.7,0,0,,,,,,,,,,,,,,,,,,,,,
4487,1221,106293784.9,53358573.6,136214112.8,16925244.49,120978805.9,0,0,,,,,,,,,,,,,,,,,,,,,
4488,1221,106293784.9,53358573.6,136214112.8,25319372.58,292093743,0,0,,,,,,,,,,,,,,,,,,,,,
4489,1221,106293784.9,54119134.61,136214112.8,159082646.7,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4490,1221,106293784.9,377570786,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4491,1221,106293784.9,77171020.7,136214112.8,18612627.95,108351185.1,0,0,,,,,,,,,,,,,,,,,,,,,
4492,1221,106293784.9,76854276.92,136214112.8,16925244.49,98779877.88,0,0,,,,,,,,,,,,,,,,,,,,,
4493,1221,106293784.9,85391624.36,136214112.8,16925244.49,122540905.9,0,0,,,,,,,,,,,,,,,,,,,,,
4494,1221,106293784.9,53358573.6,136214112.8,17004800.8,412371407.2,0,0,,,,,,,,,,,,,,,,,,,,,
4495,1221,106293784.9,53358573.6,136214112.8,16925244.49,222614249.9,0,0,,,,,,,,,,,,,,,,,,,,,
4496,1221,106293784.9,53358573.6,136214112.8,16925244.49,158990472.7,0,0,,,,,,,,,,,,,,,,,,,,,
4497,1221,106293784.9,102776852.2,136214112.8,16925244.49,153765193.6,0,0,,,,,,,,,,,,,,,,,,,,,
4498,1221,106293784.9,53358573.6,136214112.8,16925244.49,100534796.5,0,0,,,,,,,,,,,,,,,,,,,,,
4499,1221,106293784.9,53358573.6,136214112.8,23220845.4,127716930.8,0,0,,,,,,,,,,,,,,,,,,,,,
4500,1221,106293784.9,174341431,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4501,1221,157370595.4,53358573.6,136214112.8,17210293.27,118767503.1,0,0,,,,,,,,,,,,,,,,,,,,,
4502,1221,106293784.9,937485268.4,136214112.8,16925244.49,195418333.9,0,0,,,,,,,,,,,,,,,,,,,,,
4503,1221,106293784.9,53358573.6,136214112.8,34709884.19,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4504,1221,106293784.9,53358573.6,160310146,16925244.49,162752580,0,0,,,,,,,,,,,,,,,,,,,,,
4505,1221,106293784.9,53358573.6,136214112.8,16925244.49,117140232.8,0,0,,,,,,,,,,,,,,,,,,,,,
4506,1221,106293784.9,53358573.6,136214112.8,16925244.49,97537225.45,0,0,,,,,,,,,,,,,,,,,,,,,
4507,1221,106293784.9,53358573.6,136214112.8,16925244.49,387049082.3,0,0,,,,,,,,,,,,,,,,,,,,,
4508,1221,106293784.9,88327524.51,136214112.8,16925244.49,160975893.9,0,0,,,,,,,,,,,,,,,,,,,,,
4509,1221,106293784.9,82501002.28,136214112.8,16925244.49,96110350.34,0,0,,,,,,,,,,,,,,,,,,,,,
4510,1221,106293784.9,53358573.6,136214112.8,19932537.62,111727221.6,0,0,,,,,,,,,,,,,,,,,,,,,
4511,1221,106293784.9,80489536.91,136214112.8,25547582.27,634102971,0,0,,,,,,,,,,,,,,,,,,,,,
4512,1221,106293784.9,78650560.64,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4513,1221,106293784.9,53358573.6,136214112.8,16925244.49,97239437.03,0,0,,,,,,,,,,,,,,,,,,,,,
4514,1221,106293784.9,53358573.6,136214112.8,16925244.49,158899098,0,0,,,,,,,,,,,,,,,,,,,,,
4515,1221,106293784.9,80211633.57,136214112.8,24876945.5,187484656.5,0,0,,,,,,,,,,,,,,,,,,,,,
4516,1221,2558838686,53358573.6,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4517,1221,106293784.9,56357403.9,136214112.8,16925244.49,614808973.1,0,0,,,,,,,,,,,,,,,,,,,,,
4518,1221,106293784.9,53358573.6,136214112.8,16925244.49,724297981.9,0,0,,,,,,,,,,,,,,,,,,,,,
4519,1221,281553289.1,80138304.98,136214112.8,16925244.49,389023371.8,0,0,,,,,,,,,,,,,,,,,,,,,
4520,1221,106293784.9,82711386.03,136214112.8,17231982.11,245747804.8,0,0,,,,,,,,,,,,,,,,,,,,,
4521,1221,106293784.9,125666743.8,136214112.8,74922019.56,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4522,1221,106293784.9,53358573.6,136214112.8,16925244.49,205744106.4,0,0,,,,,,,,,,,,,,,,,,,,,
4523,1221,106293784.9,53358573.6,136214112.8,41974319.75,413336521.7,0,0,,,,,,,,,,,,,,,,,,,,,
4524,1221,106293784.9,53996744.58,136214112.8,16925244.49,113137356.4,0,0,,,,,,,,,,,,,,,,,,,,,
4525,1221,106293784.9,53358573.6,136214112.8,16925244.49,1051939264,0,0,,,,,,,,,,,,,,,,,,,,,
4526,1221,106293784.9,308919321.1,136214112.8,16925244.49,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4527,1221,106293784.9,182463036.8,136214112.8,16925244.49,242896945.6,0,0,,,,,,,,,,,,,,,,,,,,,
4528,1221,106293784.9,76810362.91,136214112.8,65258254.68,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4529,1221,106293784.9,53358573.6,136214112.8,26054717.93,509876871.3,0,0,,,,,,,,,,,,,,,,,,,,,
4530,1221,106293784.9,53358573.6,136214112.8,16925244.49,108501775,0,0,,,,,,,,,,,,,,,,,,,,,
4531,1221,106293784.9,53358573.6,136214112.8,26262843.71,128903738.3,0,0,,,,,,,,,,,,,,,,,,,,,
4532,1221,106293784.9,80435890.94,136214112.8,19398498.24,175337741,0,0,,,,,,,,,,,,,,,,,,,,,
4533,1221,106293784.9,86584132.33,136214112.8,16925244.49,409519888.2,0,0,,,,,,,,,,,,,,,,,,,,,
4534,1221,106293784.9,77628160.41,136214112.8,123993652.1,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4535,1221,106293784.9,53358573.6,136214112.8,17394371.43,146039104,0,0,,,,,,,,,,,,,,,,,,,,,
4536,1221,106293784.9,53918374.62,136214112.8,16925244.49,125069442.4,0,0,,,,,,,,,,,,,,,,,,,,,
4537,1221,106293784.9,53358573.6,136214112.8,40838185.43,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4538,1221,106293784.9,53358573.6,136214112.8,16925244.49,211212995.7,0,0,,,,,,,,,,,,,,,,,,,,,
4539,1221,106293784.9,53358573.6,136214112.8,36526832.2,75156961.94,0,0,,,,,,,,,,,,,,,,,,,,,
4540,1221,106293784.9,53358573.6,136214112.8,16925244.49,308925891.3,0,0,,,,,,,,,,,,,,,,,,,,,
4541,1221,106293784.9,53358573.6,136214112.8,16925244.49,198266435.8,0,0,,,,,,,,,,,,,,,,,,,,,
4542,1221,106293784.9,57598382.11,136214112.8,27742240,156860193.1,0,0,,,,,,,,,,,,,,,,,,,,,
4543,1221,106293784.9,53358573.6,136214112.8,16925244.49,290391318.6,0,0,,,,,,,,,,,,,,,,,,,,,
4544,1221,106293784.9,53358573.6,136214112.8,55425351.96,75535711.18,0,0,,,,,,,,,,,,,,,,,,,,,
4545,1221,106293784.9,53358573.6,136214112.8,16925244.49,139626797.3,0,0,,,,,,,,,,,,,,,,,,,,,
4546,1221,106293784.9,53358573.6,208132138.5,16925244.49,266985206.4,0,0,,,,,,,,,,,,,,,,,,,,,
4547,1221,106293784.9,76206440.91,136214112.8,16925244.49,242282039.9,0,0,,,,,,,,,,,,,,,,,,,,,
4548,1221,106293784.9,53358573.6,136214112.8,16925244.49,123106570.8,0,0,,,,,,,,,,,,,,,,,,,,,
